label	text_a
1	请问什么时候发货啊。不是22号就发行了的么。
1	一直推崇露得清的产品。特惠装很价廉啊~~
1	难得还有首发版的。该系列最喜欢这一部了。虽然结尾会在2中延续，不过单单这一部，小鱼儿是和张菁在一起的～
1	劝大家去看看
1	~~我盼星星盼月亮的等了一个多礼拜呀- - 居然没有发货。。居然还推迟了1个礼拜。。太让我伤心了~~~我真的是等到花都谢了。。=。=PS：我也很想问问戒指有没有。
1	郁闷！！！刚买不到一周就降了250元呀??商城能补偿点吗吗？
1	内容有点浅,讲的东西不多但很详细.适合入门者.
1	这种新的管理和营销理念,在以前的作品中还没看到,很有启发性.
1	这是我们的课本，好难啊！万恶的高数！卓越比学校的便宜！
1	下面那层矮了点，总的来说还是不错的。送货员态度很好，主动让我检查
1	有中英文对照歌词,我看过歌舞青春2的电影，喜欢电影里面的歌声。不错，好听！
1	只可惜还是针对国内定制的，不能支持UMTS、HSDPA
1	一张一张看完，过瘾！就是价格偏高。
1	寂寞在唱歌，但唱得不寂寞，寂寞也不再可怕，原本我们生来就寂寞阿桑的绝唱，寂寞的绝唱与《受了点伤》一起收藏，作为纪念
1	同时订了两本,另一本科学大百科的味道比较难闻,这本的味道感觉很好,就像小时候上学,开学时发了新书的感觉...很不错哦,值得推荐,(才发现200个成语中还有我没听过的,跟着学一下挺好)
1	还是星云大师的风格，很喜欢。
1	收到书了，速度真是快呢，我昨天刚定的今天上午就到了，质量不错，很棒的书！
1	挺好，详细！
1	好东西就是好东西，没法比，强烈推荐买！
1	9折还不如不打
1	创造被动收入--直销
1	如果真的很喜欢JUNKI就买吧，还是很值得的
1	这个价钱买到这个锅很值啦 质量很好
1	很实用,挺好!
1	介绍不够详细,是60周年纪念版还是旧版?为什么没有DTS?我觉得华纳越来越退步了,这么经典的片子因该出一个好的版本,如果是60周年纪念版应该是4碟....
1	开车时听听,挺乐
1	这种商品有新老两种版本，一个是许荷英的，一个是张惠云的，各有千秋！
1	删的都是藏宝图里的歌 唯一一个在大陆由海蝶发的南拳专辑里的歌 湘南海鸥 我们 笑着流泪 不该结束 HERE WE GO 那首不是藏宝图里的歌？因为版权在海蝶那里（大陆版权）
1	一本历史与实践相结合的好书，既有禅宗历史发展的知识，更有禅修方法的指导，介绍了各种禅修的方法，数息、止观、看话头、默照禅，从开始学禅到开悟的方法和境界都讲了，很实用，适合想禅修的朋友。
1	进货~~~快~~~~进货~~~快~~~~进货~~~快~~~~进货~~~快~~~~进货~~~快~~~~
1	价钱又便宜
1	非常经典的一部电视剧，现在的新剧没有这么经典了！
1	全剧82集，建议卓越的朋友，还是等到下半部出品后，一起购买。我是在第六感论坛上下载下来观看。截至今天，我还在紧追不舍地下载观看，光是上半部40集怎能过瘾？非常棒的剧集，剧情错综复杂，跌宕起伏，演员阵容堪称豪华，特别值得一提，该剧是黎姿的隐退之作，以后再要想在电视机上看到这个性感尤物，只能关注娱乐新闻了。
1	就是喜欢，还需要里有吗？
1	给同事买的,反映不错,就是送的那张听说是莫名其妙的革命歌曲之类的.另外,卓越的包装不错,里三层外三层的,赞一个,速度也很快
1	不错，很实用
1	一直在等这张 终于可以购买了 歌曲全部都能唱了 呵呵
1	最近买的一批碟中最喜欢的一张。音效好，歌好，声线也喜欢。连听不厌。
1	非常喜欢，给平静的生活带来不少快乐。
1	剧情和音乐都很赞~~好喜欢~~就是2d的画面还是看着恼火啊。。。
1	6.10下的单,14日才配好货,16号才才收到,等待的过程真是痛并快乐着啊,用了整整7天时间想着它念着它,终于收到了,卓越的包装还是很到位的,厚厚的纸箱封着,机子挺轻的,虽然不是金属材质,但类似树脂的质感还是不错.回家先按说明了上写的给内合消毒,第一次用了蒙牛的鲜奶再加了大半杯(60-70ML)碧优,因为说明书写用发酵粉的话需要8-12小时(最多不超过14小时),如果直接用酸奶作引子就只要6-8小时(最多不超过10小时),所以我晚上11点把料配好插上插头,早上7点15分一睁开眼就迫不及待去收偶的战利品了,哈哈,看到合里雪白雪白嫩得象剥了壳鸡蛋一样的酸奶豆腐,开心S了,用勺挖了口,刚做出来还是温温的,没有之前看别人说的这么酸,很醇很厚的说,同时也知道平时喝的酸奶里兑水加糖给怎么忽悠了!!!决定以后再不买成品  按说明书所说放冰箱钝化24小时后达到最佳口感(不知道啥叫钝化,反正照做94),再拿出来发现偶的酸奶豆腐变得更厚更结实了酸味稍微多了一些些,但对我这种嗜酸的人来说远远不够,反而天热吃着象天然的牛奶冰淇淋,呵呵.正好家里有芒果就把果肉挖出来拌着吃,呼拉呼拉,平时小胃口的我一下吃了一大碗,但别看配的小合子不大,感觉挖掉N勺还剩好多,吃都吃不完呀,之后再给LG用黄桃罐头,做了满满一合LOCK,LG很给面子得直夸好吃,哈哈,决定下次用光明的致优牛奶做做,这么贵的牛奶,做出来味道应该更好吧,现在真庆幸自己买了这个机,又健康又好玩!
1	和第一卷一样一气看完了，不过没钱的人士可以不考虑这书了，讲的基本都是需要花大钱的专业摄影技巧（比如室内工作室摄影）
1	不错啊，比较喜欢。
1	据说这是技术分析的必读书。我看了 就睡着了。
1	总体来说还不错，没有一些网友说的那么夸张，声音是有点，风也不大，不过晚上一个人用感觉刚好
1	在中关村图书大厦买的...10块钱:(
1	好多小技巧，关键是印刷的很精美，适合我这个笨人
1	只只歌也是好好听!
1	属于《灌篮高手》的周边内容，像音乐、介绍等等~有意思的是加入了樱木真人原型的八卦，比较有趣
1	现在的好多段子一点意思都没有 可是马老的就不会 什么时候听什么时候乐~~ 值得收藏的说
1	发货快，包装有点夸张（好大个箱子），包装好向被开过，不过东西有齐
1	前几天我刚准备买怎么这两看就没货了打击
1	买了几本这个系列的.10元以下的时候准备全收了
1	非常棒的书,对于想在关系中成长,并且更认识自己,拓宽爱的境界的人.隆重推荐.我自己后来也买了好多本送朋友.看完,对关系有顿悟的感觉!
1	画得非常漂亮，故事情节也好，就是不够清晰，包括声音，大概因为是老影片的缘故
1	书很好,光盘也没给我拉下,送货也很及时,顶一个
1	看了一点，dvd画面不错！没看完
1	青春自信，热浪来袭！动感劲爆，血脉膨胀!劲歌热舞，歌舞青春！
1	我是一名老师，我发现这本书精彩地阐述了简单而又直接的建议。我不断地想“为什么我没有想到这点呢？”，这些事情我本应该知道的，但是我会用与之背道而驰的方法来对待我的孩子和学生。 给予孩子们一种公平的尊重，孩子们会对此作出反应的。我认为我应该更关注和孩子的交流，而不是相当然。这本书非常易读，我强烈推荐它。
1	至少质量看起来不错,内容不知道有没有修改
1	这本书不用说了，就是好，唯一缺点就是严老师长得不算很漂亮，那又有什么关系呢？
1	支持春春，支持正版
1	以前听过他家的，还不错，公司应该信誉有保证的
1	快点来货啊~~~
1	昨天写今天有货,今天写明天有货,整个一个欺诈!
1	小册子，书本质量很好，内容也勿用多说，经典，价格也很合理，个人认为较其他同名书籍性价比较高
1	包装一般，没有想象中的精美。
1	对我们这些初为人母的家长很有帮助
1	非常好的，能够改进家庭关系！！
1	1.这就是台湾的平装版～想要精装版的买台版2.不赠送任何赠品～包括Ep(不确定会不会有海报)3.这张专辑是静茹第10张专辑4.这是一张非常棒的专辑！5.这是一张属于情歌的专辑大家快买！
1	比在超市买便宜几十块做工也非常不错
1	应该是做好的赛车游戏了饿，优化的太完美了，配置要求不高，画面又棒
1	经老板介绍之下看的一本书,每开一次会,老板总会发自内心称赞这本书.真的挺不错的.是从事销售的工具书来的!!!
1	喜欢这本书.
1	非常实用的书，没有教科书的枯燥。推荐初三以上至大学生阅读。
1	百听不厌而且质量不错!
1	第一版、第二版我都有，但是还是买了第三版。想看懂这本书首先你要掌握一定的硬件语言和知识否则会看的很累。
1	不支持收音机功能，为什么不能用支付宝货到支付或采用信用卡分期付款方式销售。
1	听了一遍又一遍，觉得这张比以前更有感染力，不像以前的专辑听时间长了就觉得有点吵，值得拥有！
1	好书，不错
1	充满梦幻与浪漫的奇幻音乐，攒钱攒钱…………
1	浮躁加危机,让生活于世的人们多了诸多心结,这位牧师的文笔真好,思想深深透,确实读后安顿心灵!有孩子上中学的父母,不妨看一下网上的目录,这些标题都是很好的高考作文话题与素材啊!推荐给了几位朋友的孩子,他们都很喜欢.通过这些话题和精僻的论述,说不定真能帮助孩子作文上多捞几分.
1	如题，6L尺寸是多大，24cm还是26cm的
1	之前以为是签在封面上所以收到货没找到签名也不敢乱拆~~现在知道是签在歌词本上的~~几首歌都很不错~~
1	书不错，没什么问题，送货速度很快，就是发货有点慢
1	管理员说TOEFL没有“助记”部分，其实是有的，很满意～
1	晴空蓝兮写的书都不错，可惜买贵了
1	网站上写的配音和字幕是国英双语，实际收到的只有国语配音
1	早就听朋友推荐过这本书，最近终于有好心人买了一本送我，呵呵呵！真是一本好书，对于以职业经理人为奋斗目标的我来说，读完此书后，真是受益匪浅。推荐给大家：）
1	对初级用户很实用！推荐购买
1	windows优化精灵是很不错的优化软件，有优化精灵系统垃圾去无踪！
1	先听的原声大碟，再寻到了这张DVD，版本好，电影更棒
1	画质超清晰，非常喜欢！
1	我买了，6月3号上午下单5号就收到了，快！对卓越服务很满意；碟片更不用说！我看过N遍电视版、网络版，当然也借过盗版碟来看，——现在盗版技术不错效果也不错，但，这个珍藏版真的没让我失望！那画面、光线、色彩、清晰度，仅这些就是一种享受！强烈推荐！！碟片8张，7张是电视剧，1张是MP3，士兵突击的广播剪辑版；台历不错，但没法摆在台面上用，因为它是和碟片盒子粘在一起的，撕开就坏了，而且也不能摆在桌面上；士兵证挺酷，有张谦的签名，——当然是印刷的：）A大队臂章酷，不过就像齐桓说的，“就是块破布”，——还是喜欢！剧照扑克好看，因为比较小所以剧照效果一般，但还是爱不释手，当然可以作为扑克玩两把，——可我舍不得：）
1	难得的好片，其他的就不说了。
1	对国际关系分析得很透彻，有先见之明。对历史和国际关系感兴趣的人应当读一读。印刷不敢恭维。
1	以前也跳过KITTY的健身操，是专门用于减肥的~这一款不错~很适合我~~
1	支持步姐!我就是听了这专辑后开始注意她,喜欢她的.而且她越来越红呢~ 呵呵~ 另外步姐的MV也很不错哦~
1	起初因为没在优惠价位时购买，而抱怨过。昨天收到后，配送师傅很敬业，二话没说就帮忙送到了楼上，很感动。打开包装后（卓越的包装是所有网购中最好的），接通电源，放入碟片，悠扬音乐响起的一刹那，所有抱怨都烟消云散，很惬意。喜欢这款音响，满足了我的所有要求。购买它，主要是为家中小儿。既可以放碟片，又可以接USB，方便实用，超喜欢。喜欢卓越！再次感谢敬业的配送师傅，谢谢你！
1	质量很好。。不过有时候配音方面会出一点点问题。。还是很好的。。笑得我肚子疼。。
1	又便宜质量又好，真是没话说！！！内容也很好
1	用了有段时间了，还行吧，就是反应有点慢，还有电池的点经常不够用。
1	我女儿今年即将面临中考,该软件对帮助她记忆单词非常有用,谢谢！
1	一张收录两首协奏曲的‘重量级’录音。李云迪在24岁之龄绝对不是‘小儿科’脚色而是键盘超人。这两曲不纯是铉技之作。那肖一有华丽的音色兼且细腻的感情，李云迪的肖邦就是李云迪的肖邦，非常具有个人风格的成功演绎！李斯特本来也是云迪的专项之一（1999年他也曾参加国际李斯特钢琴大赛，得到季军，孙颖迪则在2005年得同一项比赛的冠军）。但这次的李斯特第一协奏曲，多少给人虎头蛇尾之叹，问题是乐团指挥和李云迪对乐曲的演绎没有达到一致。这从第三乐章开始明显出现构思上的打掐，到第四章简直旧知李云迪在孤军作战了∶飞快的速度，却没能带出太强的乐感。比较那1980年代的小泽征尔和刘诗昆的合作，戴维斯的表演教人失望，一如杰吉耶夫在郎朗那张拉二协奏曲录音的光景！（难怪小泽在新一张云迪的录音要登场！）
1	都是名家朗读,配以古典音乐.女儿喜欢.只是有个别地方读音与课本有出入.
1	想学会销售，并在销售行业一技独秀人必读！
1	好片子看不完整，相当难受。不要广告。
1	我最近买了一套，外壳也没坏，而且里面好像和原版也没什么差别。如果你不在乎它是复刻版的话，简直是完美。
1	因为之前用过联想手机，觉得国产手机不像传说的那么差，这款手机的外观功能和超低的价格吸引了我，用了两个多月了，不错，没让我失望。
1	到货时间3-4天。指针速度相当快，非常灵活，刚开始有点不习惯，要努力抓住，相信习惯后会很好用。总得来说相当惊喜，性价比相当高。唯一不足是面板塑料感太强，不显档次。希望电池用得时间能长一点。
1	不知道怎么样呀，听说还行。
1	不错没有问题，得了好多金牌
1	虽然是日本的医生,在我国可能不实用.但还是挺受启发的.
1	一本不错的胎教书，请的内容比较实在！广大孕友们要多体会，多练习！值得反复看的一本好书！
1	大概翻阅了一下，还没有仔细去研究。觉得还行。自己也希望自己能从中受益。
1	昨天订的货，今天就收到了。还没打开看。
1	不是3G？
1	印刷质量很好而且是彩色插图。霍金的叙述逻辑清晰，而且容易理解。从人们最早的宇宙观开始，通过很多次修改直到形成人类现在的宇宙观，值得天文迷收藏。而且价格实在太便宜了，在香港这样质量的书至少要90港币。
1	BBC China：视频：郎朗伦敦行 活跃在世界乐坛的中国著名钢琴家郎朗两周来一直在伦敦演出，并积极参与了伦敦交响乐团的多项音乐教育和交流活动。其中最令人感兴趣的一个项目是“郎朗与百名琴手”的活动。这是伦敦交响乐团的普及音乐教育项目之一。4月18号，郎朗来到活动举办地点St.Luke's ，同百名琴手一起弹奏舒伯特的《军队进行曲》。这百名琴手有不少来自伦敦，也有的远道来自萨里（Surrey）、肯特（Kent）、埃塞克斯（Essex）等郡县，有一位琴手甚至来自北爱尔兰。而参加这次活动的琴手水平也不一样，有的刚刚通过钢琴2级，有的是音乐学院的钢琴专业学生。不少琴手是家长与孩子，老师和学生，或兄弟姐妹组成弹琴搭档。在大厅里摆放了50架钢琴，每对琴手四手联弹。 郎朗说，他对这次活动非常感兴趣，因为除了演出和录音，他现在主要关心的事之一就是音乐教育。在一个多小时的活动期间，郎朗耐心地为琴手示范，一段一段排练，最后，终于合奏出雄壮而华丽的《军队进行曲》。伦敦交响乐团总监Kathryn McDowell说，“音乐教育是伦敦交响乐团的重点之一。每年大概有48万学生在我们这里学习，我们相信这样的教育活动对交响乐团的未来至关重要。所以我一直在寻找有同样哲理的艺术家，而郎朗无疑是我们的首选。看到百名琴手与郎朗一起上课、演奏，真是非常令人开心。”http://www.bbc.co.uk/mediaselector/check//china/meta/dps/2009/04/090424_langlangwork?size=16x9&bgc=003399&lang=zh-Hans&nbram=1&nbwm=1&bbram=1&bbwm=1http://lso.co.uk/home/http://www.langlang.com/landing
1	很不错，推荐
1	挺好用的，干了快两月了，眼周都有小细纹，用了几天以后就慢慢消失了。挺滋润的，不错
1	书很新,内容也不错,喜欢
1	外观不错，送货较快，物超所值，客观评价
1	我是xp的，不会死机
1	好音乐就是好音乐。包装是奢了点。要是当年出的时候张培仁就有权利这么做就好了。
1	5月6号刚拿到，比介绍的还要好一些，还带了数据线，马上就能用pc套件，下载音乐了。它的时钟显示数字不清晰。的确×键和＃键感觉有点小。为什么5月4号我下单那天红色的是884元，蓝色的是848呀？
1	有特点，反正不贵，买来玩玩
1	非常好，特别喜欢！18倍的变焦拍什么都非常清楚，趋于专业挺好的。
1	初学用比较合适，都是最基本的知识
1	女人如花花如梦，梅已谢世，张也瞑目。姻缘易断，宿命难违。戏里戏外，在别人的角色里流自己的泪，茶余饭后，在伶人的坎坷中平淡自己的嘴。
1	今天刚区中关村买了一个，185元。joyo咋就不说降点钱呢，要不我就不跑那么老远买了。
1	女儿5岁多了，嫌故事太简单，只短短的几句话，不过插图闪闪的效果还是让臭美的小家伙特喜欢，总的来说比较适合4岁以下的孩子。
1	这个评论系统太糟糕了,之前我试过好几次评论,当然是有抱怨的了,结果都被屏蔽掉.以下是我的评论,不知道这次是否可以登上.求医不如求己网站上的公告，标明了这套光盘全国统一售价是32元。为什么卓越网要贵这么多？ 下面是网址http://jinjiduli.blog.hexun.com/14904236_d.html  一、光盘价格  该套光盘由2张DVD组成，历时3个小时，全国统一定价：32元/套。团购可通过电话热线订购，享受优惠。  二、订购和服务热线  电话：（010）64514125（总机），64514135（总机），分别可以转分机811、805、829         手机： 13681400093（客服热线）（请您不要发短信，此手机收不到短信，抱歉！）  一直都是卓越的老顾客,这次有被欺骗的感觉.市场价明明是32.可是卓越说是50,然后打折给客户,不是贵了几块钱的问题,是觉得太不厚道,有被欺骗的感觉了.
1	It's a bold statement of purpose that is carried throughout the album, not just in sentiment, but also tone. Continuum is a gorgeously produced, brilliantly stripped-to-basics album that incorporates blues, soft funk, R&B, folk, and pop in a sound that is totally owned by Mayer. It's no stretch when trying to describe the sound of Continuum to color it in the light of work by such legends as Sting, Eric Clapton, Sade, Stevie Ray Vaughan, and Steve Winwood. In fact, the sustained adult contemporary tone of the album could easily have become turgid, boring, or dated but never does, and brings to mind such classic late-'80s albums as Sting's Nothing Like the Sun, Clapton's Journeyman, and Vaughan's In Step. At every turn, Continuum finds Mayer to be a mature, thoughtful, and gifted musician who fully grasps his place not just in the record industry, but in life. ~ Matt Collar, All Music GuideJohnMayer.com
1	卓越赶快降价~~
1	79有送磁性书签和音乐CD貌似还不错！！！
1	cs3的这本书几乎可以对任何一个ps阶段的人都有学习价值！
1	女儿2岁半了，很喜欢托马斯，我也想买了。
1	其实这张专辑不是以翻唱为主的，只有3首是翻唱的，包括《Home》！WESTLIFE他们也支持原创的，也是反对《HOME》作为主打，但是他们可恶的老板就是执迷不悟！所以《HOME》这次没有登上英国榜榜首也是作为一个教训吧！
1	几位女主人公的名字含义    ---------Bree------------ It is an Irish name that means “power”. 在爱尔兰语中象征着权力。 ---------Lynette---------- It’s how the French describe “a pretty one” 在法语中意思是一个可人儿 ---------Gabrielle------- A Hebrew word meaning “god is my strength”. 这个犹太词的意思是“上帝赐予我力量”。 ----------Susan--------- 未提到 --------Katherine---------------- Coined by the ancient Greeks, it denotes “purity” 在古希腊语中是纯洁的意思  很喜欢这几个活宝
1	这本书从内容上到装订质量上都不输给《激荡三十年》，现在我期望下册能尽快出版
1	多打点分~就是有点太轻了，容易倒下。其他都很好呀。
1	效果对于我来说是明显的，原本眼部有点肿，用过之后好了很多，淡化黑眼圈，有很好的效果
1	强烈要求降价！！~~
1	推荐这个矫姿带，穿戴比较舒服
1	不需要多说什么，陈绮贞的音乐就是那么好听
1	第一次听到 琵琶语 是在央视10套 风华国乐那简单的旋律立刻将我带到无尽的忧伤，仿佛听到有个凄婉的声音在低声泣语。。。不禁叫人黯然神伤。。。第二天疯狂满街找这首曲。。失望了第三天终于在网上搜到，如获至宝，于是，马上注册，马上订购。。。到现在每天都在听。。遗憾的是。送货慢了点，我等了6天，如果能快点就好了
1	这个公司在做这个东西的时候被竞争对手采取卑鄙手段打压了很久.要不,这个东西早就出了..世界首创啊...新闻报道过的..打算入手.
1	最初想着要买这本书 是因为被某位书评写说阿狸爱上了兔子，所以要把耳朵拉长我被感动了 一种爱的执着和可爱 不想说后果 只是啊狸在拉长他的耳朵单纯的追求幸福而后 见到了书 更让自己内心觉得柔软起来 爱上了儿童的文学书中写 谨以此书献给心中有童话的人虽然 很快就看完 却也希望自己要看很久 沉浸在童话世界中 一切都好简单听见 啊狸在问 妈妈 死是什么，妈妈的回答很温暖淡淡的忧伤
1	太逗了，山东卫视播的时候我每集都看。典型英式喜剧，有趣又有教育意义，可以带宝宝一起看。演员表演也很不错，没想到电视剧的演员还有能翻那么大跟头的。一提起八路军，武工队，让我想起了小时候听的评书《肖飞买药》，不过这个电视剧演的是搞笑版的武工队。所谓郭得钢和潘长江只是客串的演员，这个戏这么好，还真不用拿这二位当什么幌子。当年《武林外传》不就是靠戏好火起来的吗。顺便说一下，这二位演的喜剧我可不敢看，无聊死了。
1	买了还没听呢
1	一直在追阿桂的博客，知道桂宝出书了赶紧买来收藏。没事的时候，或者心情不好的时候，拿出来翻看，烦恼会在不知不觉中溜走，只剩下嘴边一直回味着的傻笑~~~我会永远支持阿桂的桂宝！
1	看了苏畅畅也看了杜拉拉，感觉苏更贴合现在都市的生活方式和生活节奏，更有亲切感，作者观察生活很到位，真是很值得推荐，能让你的紧张生活轻松点，没准还能让你的职场生活更顺利哦！
1	为什么没看到有写多少万像素的？
1	n93i 能用么
1	我1、2册都买了，因为看到评价差异很大，所以出来说下自己的感觉。书绝对是好书，图文并茂言简意赅的介绍了摄影中最常用到的技巧和观念，对爱好者绝对极具价值。比如日落后等30分钟，美景可能才会出现，我去新疆拍照，大多数人都是日落就收机器走人了，这一句话就能让你有机会拍到别人拍不到的东西。可是让翻译给毁了。难以想象现在这个人人会英语的年代，居然能把英文书翻译的如此烂。有关摄影的专业术语不懂就算了，随便一个作者的小幽默就没有能翻明白的。
1	片子很棒，值得珍藏。先后买了两张盘，第一张买贵了21元，第二张很合算，只花了16元。
1	包装很特别，细麻绳捆着的邮包、七封信、一张明信片和一张CD，如果看完电影喜欢里面的音乐的话，值得买这张原声！
1	恩我个人比较喜欢casio~很权威很强大~但是！！这款太贵拉。等你降到1000差不多才买吧。毕竟它还主要是日语查询的功能~不适合出国考试生携带吧。可是~要考SAT或TOEFL的要买哪种呢~~
1	正版就是好,价钱也公道,非常喜欢,希望卓越多进这类型的货
1	属于比较烂熟的乐曲了 往好的一方面说就是经典。而且音质都不错的
1	随机子附带4G的内存卡吗？
1	很卓越的书，因为是由一些卓越的人写的。但目前看得不明白，留着，总有明白的一天。
1	不是很常见的欧洲风格，很精致，简单的素色布，绣花
1	第一次看这片子是在正大综艺看到的，当时就被彻底的震撼了，可以说是自然记录片之最，不说后无来者，但绝对前无古人！各种新奇的拍摄手法让大自然变得如此绚丽多彩，哎……根本找不到形容词了！无法用言语表达！曾经一度改变了我的世界观价值观，原本早已设定好的人生从此变的迷惑起来。它让我彻底看清了我内心最深处的向往。       这本碟是由泰盛出品的，早前曾将该片分成上下两部出品，当时惹来了骂声一片，因为它没有收英文解说声道，只有来自台湾的国语配音，这里也不是说台湾配的差，只是大陆的碟友还是不习惯罢了。还好这套收藏版收录了英文解说，国语声道还是来自台湾。最别扭的是“大熊猫”变成了“大猫熊”，还是不习惯……因为从小看自然节目就习惯了赵忠祥老师的声音，他配的最好，完全投入了感情，听起来最舒服。当时在央视看的时就是赵老师配的，有几次差点哭了出来。如果能有他在这里配音就可以说是完美了。       这套碟最成功的就是包装，简直让人心醉！最外面有透明软胶塑料盒，制作精美，能起到非常好的保护作用。赠品丰富，5张剧照，5张DIY封面卡片，一张简介，一张超大的BBC记录片推荐表。封面卡片做得很好，精致，5张剧照差了点，其中一张海底的很差，感觉太“盗版”了。还有一张雪豹太模糊了，不及格。BBC记录片推荐表做的不错，其实这相当于夹在报纸里面的广告传单，但只要制作的好反而会让人感觉很窝心，摊开来足有1张半A3那么大，近126本碟的介绍，个个让人心动。碟盒制作相当精美考究，让人一度不感相信这是6区的正版包装！水晶盒硬纸折叠式，5张碟全摊开就是一张浩瀚的地球鸟瞰，够壮观的。纸的表面还镀上了镭射炫彩，SO COOL！       内容上，英语声道很好，在每集结束后还有该集的制作花絮，很丰富。最值得称赞的是菜单，在菜单上出现了动态菜单！对于6区来说太少有了，难道泰盛买了这项技术的使用权？这不重要了，这一点上泰盛比中录华纳做的好。而且菜单的细分很好很周到。画面上不知是电视机问题还是怎么的，有点点灰，一点点啦，清晰度还是很不错的，毕竟是D9的（如果做成D5的话就活生生的毁了这部佳作）。       总之这套碟让我兴奋了好久好久，一个晚上像个傻子，时不时傻笑，时不时乱跳，翻来覆去搬弄来搬弄去。恨不的抱着它睡觉。
1	东西很好
1	没什么说的，超长待机就是块大可以去专柜看看就知道了质量，金立不错！
1	看这个书给我感触最深的就是任正非的自我批评的意识。
1	非常、非常、非常喜欢！
1	少年中国，前途似锦
1	个人比较喜欢清史，所以也很喜欢故宫，虽然没去过。
1	东西好,价格实惠.
1	不错，受益匪浅
1	买了两本，送一本给朋友。自己一下午就看完了，感觉挺好，原来对理财没想法，看后很有思路，不知具体运作时还管不管用?能挣些就行
1	The Carpenters Made Some of the Most Famous Records of the Last 40 Years. Richard Carpenter's Precise Songwriting and Production Skills Combined with Karen Carpenter's Crystal-clear Vocals to Create Tracks that Are as Popular Today as They were in the '70s and Early '80s. The "Carpenters Gold" Album Has So Far Sold 600k and this "Ultimate Collection Album", Compiled and Mastered by Richard, Expands Upon it Adding More Timeless Songs to Create a Definitive Carpenters Album.
1	我女儿现在15个月, 第一次看天线宝宝,图象声音都很好,宝宝很喜欢.
1	爱小娴爱这本书永远支持她
1	只有看到书，才慢慢回想起我们的童年。这日子过得一个忙忙碌碌，浑浑噩噩，真是很难得去回忆，去细细体会。感谢这本书，让我回想起了那些最初的快乐和美好！
1	小野丽莎的声音 真是好的没话说 夜深人静可以好好听着她的声音入眠 然后忘掉烦恼
1	书很厚，字很大，排版很好。看起来很舒服。文字也不会很难。
1	虽然没有花絮 但是卓越也宣传一下吧！
1	谢谢素黑！她的书让我更加了解自己，更加正确的去认识自己，尤其是自己的情感！
1	打折199买的，性价比高，用了一个多月了，还是不错啦。
1	昨天在一本杂志上看到许巍的这张CD赶紧在卓越上搜一下在此很敬佩卓越的进货之快不过看了整张CD的曲目排序与选编首首好歌是毋庸置疑的许巍的每首歌都是好歌我已经有了他所有的专辑，何必又重新买呢所以就不买了吧唱片公司的行为无可厚非他们要生存，就要多想办法从歌迷手里捞钱不过应该像上面一位朋友说的那样应该多一些新的创意与诚意否则，以许巍的歌来说，现在出纪念专辑都没有问题了纪念什么？纪念他入行多少年也行，纪念他结婚都少年也行。。。。。。希望这次的巡演完以后，可以出一张现场版的CD+DVD
1	虽然行动比较慢节奏，昨天才把《立春》看了，却找到了近些年来很少有过的心灵触动。这部剧远远比我几年前看《孔雀》时的感触深刻。剧里的主角其实不是蒋雯丽，每个亮相的人都是一个主角，真实的演绎着观众的人生。不知道多少人能从其中找到自己的影子。我是谁？王彩玲?胡金泉？这些陌生的角色看着又那么熟悉。谁都有过梦想，最后又有多少人向现实妥协？有多少坚持的人被视为异类？有多少人在痛苦和矛盾中生活着？难言的一切，就让《立春》来帮你说出来吧！     如果你看不懂，也许你没有这样的经历，那恭喜你，至少你很幸福；如果你看得懂，就多看几遍吧，看到别人痛自己的的痛就会少些，也算是种市井心理吧，至少你知道你并不是孤单的。
1	北京中视网元娱乐科技有限公司——这公司好伟大！！！强！从没想过能见到遥久系列的简中版……支持！！多多引进啊！把先把安遥系列都给汉化齐全了……
1	通过生活中的例子阐明了程序设计的原理
1	《越狱》前两季是很不错的美剧，故事紧凑连贯，我很是喜欢，其中的语言也很是地道，之前千方百计的想找到英文字母，这下好了全齐了！
1	Enya didn't receive much notice, but Enya and the Ryans' second effort, Watermark, became a surprise hit upon its release in 1988. "Orinoco Flow," the first single, became a number one hit in Britain, helping the album eventually sell eight million copies worldwide. Enya spent the years following the success of Watermark rather quietly; her most notable appearance was a cameo on Sinéad O'Connor's I Do Not Want What I Haven't Got. She finally released Shepherd Moons, her follow-up to Watermark, in 1991. Shepherd Moons was even more successful than its predecessor, eventually selling over ten million copies worldwide; it entered the U.S. charts at number 17 and remained in the Top 200 for almost four years.Again, Enya was slow to follow up on the success of Shepherd Moons, spending nearly four years working on her fourth album. The record, entitled Memory of Trees, was released in December 1995. Memory of Trees entered the U.S. charts at number nine and sold over two million copies w...
1	我个人很喜欢，曲子很优美，质量也好，很赞。喜欢肖邦或是古典音乐的人不能错过啊。
1	便宜，买了一个给母亲用，手感还行，字体够大，还带手写，总体来说不错
1	1 三用户版是什么感念？2 如果是可以安装三台电脑在windowa xp下是否支持简体或者繁体版本？3 如果下载支持英文版本的可否用序列号激活支持？           谢谢解答！
1	只是书后面的地图 印的有点问题？
1	向新手推荐
1	很精致，性价比比较高，哈哈，阅读和收藏都不错哦
1	生完孩子一直想健身，但身体平衡性不好，柔韧性还行，又见体育馆跳古典舞跳得不赖，就想学学。这本教材还带VCD，对我这初学者帮助不小。
1	书的质量还行
1	我觉得蛮好的，但是三岁的孩子不是很喜欢，不知道孩子大点是否会又兴趣？
